ID,Binomial,Replicate,Citation,Class,Order,Family,Genus,Species,Subspecies,Authority,Common_name,Location,Country,All_countries,Region,IPBES_region,IPBES_subregion,Latitude,Longitude,Specific_location,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome,Migratory_fw_fish,Units,Method,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
9043,Penelope_obscura,0," Sánchez-Alonso, C., I. Oliveras, et al. (2002). Density estimates of guans (Aves: Cracidae): Pipile jacutinga and Penelope obscura. Census of vertebrates in a Brazilian Atlantic rainforest area: The Paranapiacaba fragment. E. Mateos, J. C. Guix, A. Serra and K. Pisciotta. Barcelona, Centre de Recursos de Biodiversitat Animal, Universitat de Barcelona: 67-78.",Aves,Galliformes,Cracidae,Penelope,obscura,bronzina,"Temminck, 1815",Dusky-legged guan,"Parque Estadual Intervales, Serra de Paranapiacaba mountains, Ribeirao Grande, S?·o Paulo State, Brazil",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-24.36556,-48.37806,0,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,,,,,,0,Number of individuals,Transects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812,,,,838,,,,,,,,,,,,,,,,,,,,,,
10914,Alouatta_caraya,0," Zunino, G. E., M. M. Kowalewski, et al. (2007). ""Habitat fragmentation and population size of the black and gold howler monkey (Alouatta caraya) in a semideciduous forest in northern Argentina."" American Journal of Primatology 69(9): 966-975.",Mammalia,Primates,Atelidae,Alouatta,caraya,,"Humboldt, 1812",Black and gold howler monkey,"North-west of Corrientes province, Argentina",Argentina,Argentina,Latin America and Caribbean,Americas,South America,-27.5,-58.68333,1,Terrestrial,Neotropical,"Tropical and subtropical grasslands, savannas and shrublands",,,,,,0,Number of individuals,Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,
10936,Tropidurus_torquatus,0," Wiederhecker, H. C., A. C. S. Pinto, et al. (2003). ""The demography of the lizard Tropidurus torquatus (Squamata, Tropiduridae) in a highly seasonal neotropical savanna."" Phyllomedusa 2(1): 9-19.",Reptilia,Squamata,Tropiduridae,Tropidurus,torquatus,,"(Wied-Neuwied, 1820)",Amazon lava lizard,Brasilia,Brazil,Brazil,Latin America and Caribbean,Americas,South America,-15.90139,-47.93833,1,Terrestrial,Neotropical,"Tropical and subtropical grasslands, savannas and shrublands",,,,,,0,Number of individuals,Mark-recapture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,71,82,,,,,,,,,,,,,,,,,,,,,,
11446,Chlorocebus_sabaeus,0,"Fedigan, L. M., L. Fedigan, et al. (1984). ""A demographic model of colonisation by a population od St, Kitts vervets."" Folia Primatologica 42: 194-202.",Mammalia,Primates,Cercopithecidae,Chlorocebus,sabaeus,,"Linnaeus, 1766",Green monkey,South end of St. Kitts,Saint Kitts And Nevis,Saint Kitts And Nevis,Latin America and Caribbean,Americas,Caribbean,17.245744,-62.636547,0,Terrestrial,Neotropical,Deserts and xeric shrublands,,,,,,0,Number of individuals,Direct counts of groups,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11538,Trichechus_manatus,0,"Auil, N. E. (2004). Abundance and distribution trends of the West Indian manatee in the coastal zone of Belize: Implications for conservation. Wildlife and Fisheries Sciences, Texas A&M University. Master of Science: 94.",Mammalia,Sirenia,Trichechidae,Trichechus,manatus,manatus,"Linnaeus, 1758",West Indian manatee,Coastal waters of Belize between Rio Hondo and Sarstoon River,Belize,Belize,Latin America and Caribbean,,,17.072539,-88.28064,0,Marine,,,,,Atlantic tropical and subtropical,Caribbean Sea and Gulf of Mexico,Unknown,0,Number of individuals,Aerial surveys were carried out twice a year - in the wet and dry seasons. Manatees were counted from a plane by observers as they moved along the coast.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,212,260,144,341,,,,,,,,,,,,,,,,,,
11896,Tursiops_truncatus,0,"Fearnbach, H., J. Durban, et al. (2012). ""Photographic mark–recapture analysis of local dynamics within an open population of dolphins."" Ecological Applications 22(5): 1689–1700.",Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,,"Montagu, 1821",Bottlenose dolphin,East coast of Abaco Island,Bahamas,Bahamas,Latin America and Caribbean,,,26.55,-77.066667,0,Marine,,,,,Atlantic tropical and subtropical,North Atlantic Ocean,Unknown,0,Number of individuals,Annual surveys in a 160-km2 study site made in small inflatable boats focusing on areas of high dolphins occurrence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,45.9,45.8,47.9,47.4,45.7,40.4,39.3,38.2,37.6,37.6,37,35.4,34.3,31,26.7,24.6,,,,,,,,,,,
11942,Boa_constrictor,0,"Chiaraviglio, M., M. Bertona, et al. (2003). ""Intrapopulation variation in life history traits of Boa constrictor occidentalis in Argentina."" Amphibia-Reptilia 24: 65-74.",Reptilia,Squamata,Boidae,Boa,constrictor,occidentalis,"Linnaeus, 1758",Boa constrictor,"District of Pocho, C??rdoba, Argentina",Argentina,Argentina,Latin America and Caribbean,Americas,South America,-31.833333,-64.333333,1,Terrestrial,Neotropical,Deserts and xeric shrublands,,,,,,0,Number of individuals,"Snakes were hand captured monthly in the 240km2 study area, with sampling effort constant between the seasons and concentrated in the vicinity of vizcacha (Lagostomus maximus) burrows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,33,29,55,,,,,,,,,,,,,,,,,,,,
12048,Calidris_subruficollis,0,"Lanctot, R. B., D. E. Blanco, et al. (2002). ""Conservation status of the buff-breasted sandpiper: Historic and contemporary distribution and abundance in South America."" The Wilson Bulletin 114(1): 44-72.",Aves,Charadriiformes,Scolopacidae,Calidris,subruficollis,,"(Vieillot, 1819)",Buff-breasted sandpiper,"Laguna de Castillos and Laguna de Rocha, Uruguay",Uruguay,Uruguay,Latin America and Caribbean,Americas,South America,-34.804,-55.577,0,Terrestrial,Neotropical,"Tropical and subtropical grasslands, savannas and shrublands",,,,,,0,Number of individuals,Historical data from the literature compared to variable circular plot sampling of wintering grounds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,,1393,,,,,,,,,,,,,,,,,,,
12066,Anser_rossii,0,"Drewien, R. C., A. L. Terrazas, et al. (2003). ""Status of lesser snow geese and Ross's geese wintering in the Interior Highlands of Mexico."" Wildlife Society Bulletin 31(2): 417-432.",Aves,Anseriformes,Anatidae,Anser,rossii,,"(Cassin, 1861)",Ross's goose,Mexican Interior Highlands,Mexico,Mexico,Latin America and Caribbean,Americas,Mesoamerica,23,-103,0,Terrestrial,Nearctic,Deserts and xeric shrublands,,,,,,0,Number of individuals,"Aerial reconnaissance. For estimates spot-samples of 50-150 geese, individually identified by species were recorded at intervals along a continuous W"" pattern to ensure sampling along edges and within interior of flocks. >15 5% of each flock was sampled. Flocks were sampled during midday resting periods.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29555,44686,,,,,,,,,,,,,,,,,,,,,
12139,Pluvialis_dominica,0,"Blanco, D. E. and M. E. Carbonell (2001). El Censo Neotropical de Aves Acuáticas. Los primeros 10 años: 1990-1999. Buenos Aires, Argentina - Memphis, USA., Wetlands International - Ducks Unlimited, Inc.",Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,,"(M??ller, 1776)",American golden plover,Around 110 sites across Argentina,Argentina,Argentina,Latin America and Caribbean,Americas,South America,-34,-64,0,Terrestrial,Neotropical,"Tropical and subtropical grasslands, savannas and shrublands",,,,,,0,Number of individuals,Counts carried out in February (Austral spring),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,204,638,0,66,,,,,,,,,,,,,,,,,,,,,
12140,Pluvialis_dominica,0,"López-Lanús, B. and D. E. e. Blanco (2005). El Censo Neotropical de Aves Acuáticas 2004. Global Series No. 17. . Buenos Aires, Argentina, Wetlands International.",Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,,"(M??ller, 1776)",American golden plover,Around 60 sites across Argentina,Argentina,Argentina,Latin America and Caribbean,Americas,South America,-34,-64,0,Terrestrial,Neotropical,"Tropical and subtropical grasslands, savannas and shrublands",,,,,,0,Number of individuals,Counts carried out in February (Austral spring),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4,66,116,204,,,,,,,,,,,,,,,,
12419,Calidris_canutus,0,"Dey, A. D., L. J. Niles, et al. (2011). Update to the status of the Red knot Calidris canutus in the western hemisphere, April 2011.",Aves,Charadriiformes,Scolopacidae,Calidris,canutus,,"(Linnaeus, 1758)",Red knot,Tierra del Fuego,Argentina,"Argentina, Chile",Latin America and Caribbean,Americas,South America,-54,-69,0,Freshwater,,,Neotropical,Temperate coastal rivers,,,,0,Number of individuals,Aerial surveys corroborated by ground counts each January during northern hemisphere winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17653,17211,17316,14800,17800,16260,9850,,,,,,,,,
12421,Calidris_canutus,1,"Baker, A. J., P. M. Gonzalez, et al. (2004). ""Rapid population decline in red knots: fitness consequences of decreased refuelling rates and late arrival in Delaware Bay."" Proceedings of the Royal Society B: Biological Sciences. 271: 875-882.",Aves,Charadriiformes,Scolopacidae,Calidris,canutus,,"(Linnaeus, 1758)",Red knot,Tierra del Fuego,Argentina,"Argentina, Chile",Latin America and Caribbean,Americas,South America,-54.257203,-69.044037,0,Freshwater,,,Neotropical,Temperate coastal rivers,,,,0,Number of individuals,Aerial census,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,31068,25243,,,,,,,,,,,,,,,,,,
12426,Limosa_haemastica,0,"Espinosa, L. A., A. P. von Meyer, et al. (2006). ""Status of the Hudsonian godwit in Llanquihue and Chiloé provinces, southern Chile, during 1979-2005."" Wader Study Group Bulletin 109: 77-82.",Aves,Charadriiformes,Scolopacidae,Limosa,haemastica,,"(Linnaeus, 1758)",Hudsonian godwit,"Chilo?« Island and Puerto Montt region, Chilo?« and Llanquihue provinces",Chile,Chile,Latin America and Caribbean,Americas,South America,-41.799983,-73.509922,0,Terrestrial,Neotropical,Temperate broadleaf and mixed forests,,,,,,0,Number of individuals,Direct counts of Hudsonian godwits at known sites in February from transects or census points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6802,9767,10814,9128,21337,13140,16512,14244,1221,10233,17791,9593,8372,,,,,,,,,,,,,,,
12428,Limosa_haemastica,0,"Espinosa, L. A., A. P. von Meyer, et al. (2006). ""Status of the Hudsonian godwit in Llanquihue and Chiloé provinces, southern Chile, during 1979-2005."" Wader Study Group Bulletin 109: 77-82.",Aves,Charadriiformes,Scolopacidae,Limosa,haemastica,,"(Linnaeus, 1758)",Hudsonian godwit,"Bah?ía Lomas, Tierra del Fuego",Chile,Chile,Latin America and Caribbean,Americas,South America,-52.55,-69.316667,0,Terrestrial,Neotropical,"Temperate grasslands, savannas and shrublands",,,,,,0,Number of individuals,Direct counts of Hudsonian godwit at known sites in January or early February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20070,24190,25035,26197,,,,,,,,,,,,,,,
12506,Calidris_canutus,0,"Niles, L., H. P. Sitters, et al. (2007). Red knot conservation plan for the Western hemisphere, Version 1.0.",Aves,Charadriiformes,Scolopacidae,Calidris,canutus,rufa,"(Linnaeus, 1758)",Red knot,"Bah?ía Lomas, Tierra del Fuego",Chile,Chile,Latin America and Caribbean,,,-52.55,-69,1,Marine,,,,,South temperate and Antarctic,South Atlantic Ocean,Unknown,0,Number of individuals,Aerial counts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41700,,,,,,,,,,,,,,,45150,29355,21156,25500,26170,9827,14130,,,,,,,,,,,,,,
12507,Calidris_canutus,0,"Niles, L., H. P. Sitters, et al. (2007). Red knot conservation plan for the Western hemisphere, Version 1.0.",Aves,Charadriiformes,Scolopacidae,Calidris,canutus,rufa,"(Linnaeus, 1758)",Red knot,"Bah?ía San Antonio, R?ío Negro",Argentina,Argentina,Latin America and Caribbean,,,-40.75,-64.89,1,Marine,,,,,South temperate and Antarctic,South Atlantic Ocean,Unknown,0,Number of individuals,Direct counts in March and April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19700,,15000,,,,,15000,9000,10500,10000,7000,12000,5000,5500,6500,,,,,,,,,,,,,,,
12508,Calidris_canutus,0,"Niles, L., H. P. Sitters, et al. (2007). Red knot conservation plan for the Western hemisphere, Version 1.0.",Aves,Charadriiformes,Scolopacidae,Calidris,canutus,rufa,"(Linnaeus, 1758)",Red knot,Lagoa do Peixe,Brazil,Brazil,Latin America and Caribbean,,,-31.249444,-50.955833,1,Marine,,,,,Atlantic tropical and subtropical,South Atlantic Ocean,Unknown,0,Number of individuals,Direct counts during the peak spring passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,6200,7500,5500,7000,,1500,1200,900,,,,,,,,,,,,,,,,,
12625,Numenius_phaeopus,0,"Blanco, D. E. and M. E. Carbonell (2001). El Censo Neotropical de Aves Acuáticas. Los primeros 10 años: 1990-1999. Buenos Aires, Argentina - Memphis, USA., Wetlands International - Ducks Unlimited, Inc.| López-Lanús, B. and D. E. e. Blanco (2005). El Censo Neotropical de Aves Acuáticas 2004. Global Series No. 17. . Buenos Aires, Argentina, Wetlands International.| Schmitt, F., R. Matus, et al. (2011). Censos Neotropicales de Aves Acuáticas en Chile –Resultados 2010. Santiago, Red de Observadores de Aves y Vida Silvestre de Chile: 62.",Aves,Charadriiformes,Scolopacidae,Numenius,phaeopus,,"(Linnaeus, 1758)",Whimbrel,Several sites across Chile,Chile,Chile,Latin America and Caribbean,Americas,South America,-30,-71,0,Terrestrial,Neotropical,"Mediterranean forests, woodlands and scrub",,,,,,0,Number of individuals,Counts carried out in February (Austral spring). Number of sites not consistent throughout the study period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,2836,4692,4706,6817,5396,692,4343,5846,2000,3021,2555,2468,7341,,5443,,,,,,,,,,
12627,Calidris_fuscicollis,0,"Blanco, D. E. and M. E. Carbonell (2001). El Censo Neotropical de Aves Acuáticas. Los primeros 10 años: 1990-1999. Buenos Aires, Argentina - Memphis, USA., Wetlands International - Ducks Unlimited, Inc.| López-Lanús, B. and D. E. e. Blanco (2005). El Censo Neotropical de Aves Acuáticas 2004. Global Series No. 17. . Buenos Aires, Argentina, Wetlands International.| Serra, D. A. (2010). ARGENTINA: Informe Anual Censo Neotropical de Aves Acuáticas 2009. D. A. Unterkofler and D. E. Blanco. Buenos Aires, Argentina, Wetlands International: 14.",Aves,Charadriiformes,Scolopacidae,Calidris,fuscicollis,,"(Vieillot, 1819)",White-rumped sandpiper,110 sites across Argentina,Argentina,Argentina,Latin America and Caribbean,Americas,South America,-34,-64,0,Freshwater,,,Neotropical,Temperate coastal rivers,,,,0,Number of individuals,Counts carried out in February (Austral spring). Number of sites censused not consistent throughout the study period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5624,6969,4798,108,736,497,286,1453,634,913,1254,3507,7210,9881,4560,,,,,,,,,,,
14542,Blastocerus_dichotomus,0,"Tiepolo, L. M., W. M. Tomas, et al. (2010). ""Levantamento populacional do cervo-do-pantanal Blastocerus dichotomus (Mammalia, Cervidae) no Parque Nacional de Ilha Grande e entorno: implicações para a conservação."" Iheringia. Série Zoologia 100: 111-115.",Mammalia,Artiodactyla,Cervidae,Blastocerus,dichotomus,,"Illiger, 1815",Marsh deer,Pantanal Mato-grossense,Brazil,Brazil,Latin America and Caribbean,Americas,South America,-16.189722,-56.959167,0,Terrestrial,Neotropical,Flooded grasslands and savannas,,,,,,0,individuals,aerial survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,44000,,,,,,,,,,,,,,,,,,,,
14834,Leptonycteris_curasoae,0,"Petit, S., A. Rojer, et al. (2006). ""Surveying bats for conservation: the status of cave-dwelling bats on Curaçao from 1993 to 2003."" Animal  Conservation 9: 207-217.",Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,,"Miller, 1900",Lesser long-nosed bat,Cura??ao,Cura??ao,Cura??ao,Latin America and Caribbean,Americas,Caribbean,12.166667,-68.966667,0,Terrestrial,Neotropical,Deserts and xeric shrublands,,,,,,0,Number of individuals,Two researchers counted the total number of bats in major caves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,1002,828,,474,,1107,,653,665,,632,,,,,,,,,,,,,,,,,
17534,Cheirodon_interruptus,0,"Ferriz, R. A., et al. (2011). ""Reproducción y dinámica poblacional de Cheirodon interruptus (Ostariophysi: Characidae) en el arroyo El Portugués, alta cuenca del río Samborombón, Argentina."" Latin American Journal of Aquatic Research 39(1): 151-160.",Actinopteri,Characiformes,Characidae,Cheirodon,interruptus,,(Jenyns 1842),Uruguay tetra,"El Portugu?«s stream in the upper watershed of the Samboromb??n River, district of San Vicente, Buenos Aires",Argentina,Argentina,Latin America and Caribbean,Americas,South America,-35.073333,-58.441667,1,Freshwater,,,Neotropical,Temperate floodplain rivers and wetlands,,,,0,Number of individuals,Once monthly river trawls with mesh of 5 mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,168,,,,,,,,,,,,,,,
17539,Serrasalmus_maculatus,0,"Alexandre, P. C., et al. (2004). ""Relação estoque-recrutamento para as piranhas Serrasalmus marginatus (Valenciennes, 1847) e S. maculatus (Kner, 1860) no rio Baía, alto rio Paraná."" Maringá 26(3): 303-307.",Actinopteri,Characiformes,Serrasalmidae,Serrasalmus,maculatus,,Kner 1858,No common name,"Rio Ba?ía in the upper Paran?Ý River floodplain, State of Masso Grosso do Sul",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-22.489659,-53.058416,1,Freshwater,,,Neotropical,Tropical and subtropical upland rivers,,,,0,Number of individuals,Experimental fishing obtained using gillnets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.2,180.7,38.63,,,,10.52,78.94,4.58,,,,,,3.97,5.36,,,,,,,,,,,,,,,,,,,
17553,Crenicichla_lepidota,0,"Lourenço, L. S., et al. (2012). ""Persistence and stability of cichlid assemblages in neotropical floodplain lagoons."" Environmental Biology of Fishes 93: 427-437.",Actinopteri,Cichliformes,Cichlidae,Crenicichla,lepidota,,Heckel 1840,Pike cichlid,Lagoons of the Cuiab?Ý River floodplain in the SESC Pantanal Natural Patrimony Reserve,Brazil,Brazil,Latin America and Caribbean,Americas,South America,-16.581428,-56.427439,0,Freshwater,,,Neotropical,Tropical and subtropical floodplain rivers and wetland complexes,,,,1,Number of individuals,Fish were collected with 1.5mm mesh size deepnet. Sampled in 9 sites 5m apart in each of the eleven lagoons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,241,118,,,,,,,,,,,,,
17554,Apistogramma_trifasciata,0,"Lourenço, L. S., et al. (2012). ""Persistence and stability of cichlid assemblages in neotropical floodplain lagoons."" Environmental Biology of Fishes 93: 427-437.",Actinopteri,Cichliformes,Cichlidae,Apistogramma,trifasciata,,(Eigenmann & Kennedy 1903),No common name,Lagoons of the Cuiab?Ý River floodplain in the SESC Pantanal Natural Patrimony Reserve,Brazil,Brazil,Latin America and Caribbean,Americas,South America,-16.581428,-56.427439,0,Freshwater,,,Neotropical,Tropical and subtropical floodplain rivers and wetland complexes,,,,0,Number of individuals,Fish were collected with 1.5mm mesh size deepnet. Sampled in 9 sites 5m apart in each of the eleven lagoons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,79,175,,,,,,,,,,,,,
17555,Apistogramma_borellii,0,"Lourenço, L. S., et al. (2012). ""Persistence and stability of cichlid assemblages in neotropical floodplain lagoons."" Environmental Biology of Fishes 93: 427-437.",Actinopteri,Cichliformes,Cichlidae,Apistogramma,borellii,,(Regan 1906),Umbrella cichlid,Lagoons of the Cuiab?Ý River floodplain in the SESC Pantanal Natural Patrimony Reserve,Brazil,Brazil,Latin America and Caribbean,Americas,South America,-16.581428,-56.427439,0,Freshwater,,,Neotropical,Tropical and subtropical floodplain rivers and wetland complexes,,,,0,Number of individuals,Fish were collected with 1.5mm mesh size deepnet. Sampled in 9 sites 5m apart in each of the eleven lagoons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,185,101,,,,,,,,,,,,,
17556,Laetacara_dorsigera,0,"Lourenço, L. S., et al. (2012). ""Persistence and stability of cichlid assemblages in neotropical floodplain lagoons."" Environmental Biology of Fishes 93: 427-437.",Actinopteri,Cichliformes,Cichlidae,Laetacara,dorsigera,,(Heckel 1840),Redbreast acara,Lagoons of the Cuiab?Ý River floodplain in the SESC Pantanal Natural Patrimony Reserve,Brazil,Brazil,Latin America and Caribbean,Americas,South America,-16.581428,-56.427439,0,Freshwater,,,Neotropical,Tropical and subtropical floodplain rivers and wetland complexes,,,,0,Number of individuals,Fish were collected with 1.5mm mesh size deepnet. Sampled in 9 sites 5m apart in each of the eleven lagoons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,7,,,,,,,,,,,,,
17557,Apistogramma_commbrae,0,"Lourenço, L. S., et al. (2012). ""Persistence and stability of cichlid assemblages in neotropical floodplain lagoons."" Environmental Biology of Fishes 93: 427-437.",Actinopteri,Cichliformes,Cichlidae,Apistogramma,commbrae,,(Regan 1906),Corumba cichlid,Lagoons of the Cuiab?Ý River floodplain in the SESC Pantanal Natural Patrimony Reserve,Brazil,Brazil,Latin America and Caribbean,Americas,South America,-16.581428,-56.427439,0,Freshwater,,,Neotropical,Tropical and subtropical floodplain rivers and wetland complexes,,,,0,Number of individuals,Fish were collected with 1.5mm mesh size deepnet. Sampled in 9 sites 5m apart in each of the eleven lagoons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,123,264,,,,,,,,,,,,,
17558,Cichlasoma_dimerus,0,"Lourenço, L. S., et al. (2012). ""Persistence and stability of cichlid assemblages in neotropical floodplain lagoons."" Environmental Biology of Fishes 93: 427-437.",Actinopteri,Cichliformes,Cichlidae,Cichlasoma,dimerus,,(Heckel 1840),No common name,Lagoons of the Cuiab?Ý River floodplain in the SESC Pantanal Natural Patrimony Reserve,Brazil,Brazil,Latin America and Caribbean,Americas,South America,-16.581428,-56.427439,0,Freshwater,,,Neotropical,Tropical and subtropical floodplain rivers and wetland complexes,,,,0,Number of individuals,Fish were collected with 1.5mm mesh size deepnet. Sampled in 9 sites 5m apart in each of the eleven lagoons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,128,70,,,,,,,,,,,,,
17650,Alsophis_antiguae,0,"Daltry, J. C. (2007). ""An introduction to the herpetofauna of Antigua, Barbuda and Redonda, with some conservation recommendations."" Applied Herpetology 4(2): 97-130.",Reptilia,Squamata,Colubridae,Alsophis,antiguae,,"Parker, 1933",Antiguan racer,"Green Island, Antigua and Barbuda",Antigua And Barbuda,Antigua And Barbuda,Latin America and Caribbean,Americas,Caribbean,17.070764,-61.66642,1,Terrestrial,Neotropical,Tropical and subtropical dry broadleaf forests,,,,,,0,Number of individuals,40 day census using mark-recapture method with estimated generated using Begon's weighted mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.571,28.422,46.694,98.318,,,,,,,,,,,,,,,
17651,Alsophis_antiguae,0,"Daltry, J. C. (2007). ""An introduction to the herpetofauna of Antigua, Barbuda and Redonda, with some conservation recommendations."" Applied Herpetology 4(2): 97-130.",Reptilia,Squamata,Colubridae,Alsophis,antiguae,,"Parker, 1933",Antiguan racer,"Rabbit Island, Antigua and Barbuda",Antigua And Barbuda,Antigua And Barbuda,Latin America and Caribbean,Americas,Caribbean,17.135927,-61.731026,1,Terrestrial,Neotropical,Tropical and subtropical dry broadleaf forests,,,,,,0,Number of individuals,40 day census using mark-recapture method with estimated generated using Begon's weighted mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.151,14.501,19.722,24.362,25.812,29.872,32.773,,,,,,,,,,,,,,,
17731,Trachemys_dorbigni,0,"Bujes, C. S., F. B. Molina, et al. (2011). ""Population Characteristics of Trachemys dorbigni (Testudines, Emydidae) from Delta Do Jacuí State Park, Rio Grande Do Sul, Southern Brazil."" South American Journal of Herpetology 6(1): 27-34",Reptilia,Testudines,Emydidae,Trachemys,dorbigni,,Dum?«ril and Bibron 1835,Orbigny's slider,"Delta do Jacu?í State Park, Central-eastern Rio Grande do Sul state",Brazil,Brazil,Latin America and Caribbean,Americas,South America,-29.954722,-51.293056,0,Freshwater,,,Neotropical,Temperate coastal rivers,,,,0,Number of individuals,Plot survey & mark-recapture using baited box trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,18,,,,,,,,,,,,,,,
17736,Rhinoclemmys_nasuta,0,"Garcés Restrepo, M. F., A. Giraldo, et al. (2014). ""Variación Demográfica Temporal De La Tortuga De Río Chocoana, Rhinoclemmys nasuta (Geoemydidae), En Isla Palma, Bahía Málaga, Pacífico Del Valle Del Cauca."" Acta Biológica Colombiana 19: 489-497",Reptilia,Testudines,Geoemydidae,Rhinoclemmys,nasuta,,Boulenger 1902,Large-nosed wood turtle,"Isla la Palma,Malga Bay,Pacific coast of Valle de Cauca",Colombia,Colombia,Latin America and Caribbean,Americas,South America,3.906667,-77.3575,0,Freshwater,,,Neotropical,Tropical and subtropical coastal rivers,,,,0,Number of individuals,Plot survey & mark-recapture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,161,,,,143,119,,,,,,,,
17746,Crocodylus_intermedius,0,"Espinosa-Blanco, A. S. and A. E. Seijas (2012). ""Declinación poblacional del caimán del Orinoco (Crocodylus intermedius) en dos sectores del Sistema del Río Cojedes, Venezuela."" Ecotrópicos 25: 22-35",Reptilia,Crocodylia,Crocodylidae,Crocodylus,intermedius,,"(Graves, 1819)",Orinoco crocodile,"La Batea-Confluencia, Cojedes river system (LBC)","Venezuela, Bolivarian Republic Of","Venezuela, Bolivarian Republic Of",Latin America and Caribbean,Americas,South America,8.736944,-68.129444,0,Freshwater,,,Neotropical,Tropical and subtropical floodplain rivers and wetland complexes,,,,0,Number of individuals,Plot survey - visual searches by boat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.26,,,,,,,,,,,,5,,,5.4,,,,,,,,,,,
